angry,disgust,fear,happy,sad,surprise,neutral,openness,conscientiousness,extraversion,agreeableness,neuroticism,dominant_emotion_idx,emotion_entropy,emotion_variance,neutral_ratio,positive_ratio,negative_ratio,matched_career
0.11617826392476414,0.051344048309000294,0.11861810228068492,0.29860316234718876,0.10907875253713552,0.14580058111884586,0.16037708948238055,0.818212613049156,0.5501687753298581,0.6663910586421543,0.8462135069768916,0.39930520238537315,3,1.8322710383848788,0.0050553363915841615,0.16037708948238055,0.4444037434660346,0.3952191670515849,UI/UX Designer
0.11640512230495587,0.06078156889103016,0.08225873063406948,0.2945687920077835,0.11904865564915919,0.19018608149564742,0.1367510490173544,0.7673780806901775,0.8043348849707199,0.5177834474281615,0.5595788698097045,0.2753120494652963,3,1.827177199114086,0.005281265451840733,0.1367510490173544,0.48475487350343094,0.37849407747921465,Cloud Architect
0.12032402014021623,0.06539159012494779,0.13060005769908695,0.26022778113187944,0.12305989323557552,0.17114051316074103,0.12925614450755316,0.7099805209201391,0.8047089773760738,0.42395015716963796,0.5569345210151446,0.5089281086995832,3,1.8736932113525568,0.0031159462327837307,0.12925614450755316,0.43136829429262047,0.4393755611998265,Full Stack Developer
0.06935373179734577,0.07106101857146142,0.09996887914497139,0.3105042460814491,0.1382070789360454,0.13532737597529265,0.1755776694934342,0.5212033430759225,0.901972352412037,0.17820452380657362,0.3342092091786247,0.21405046251409032,3,1.8159668210236832,0.005950191804391146,0.1755776694934342,0.44583162205674176,0.37859070844982395,Cybersecurity Analyst
0.08193854875348783,0.09044395343629681,0.09987353037107513,0.28967863637867847,0.1099025585173752,0.13862913939602647,0.18953363314705998,0.6487222964504278,0.8586364509629683,0.3271800077297216,0.5314692833956948,0.38858493553241724,3,1.8431698291576226,0.00473499068901956,0.18953363314705998,0.4283077757747049,0.3821585910782349,Software Developer
0.11641164140984525,0.04359871783998918,0.1333715304362376,0.33373962700024046,0.09970654752281902,0.11883670615038547,0.1543352296404829,0.34314835584262565,0.9089092585789327,0.3151295198393116,0.5068830970434023,0.17247064664996467,3,1.7932706070053692,0.007092628687545753,0.1543352296404829,0.45257633315062595,0.3930884372088911,Database Administrator
0.1376333936629422,0.04701653132018737,0.1077863064958896,0.2858368988635494,0.10700151247138572,0.13851897786485584,0.17620637932118988,0.44233337983971277,0.8156327826444645,0.16030537510660547,0.33222762484438556,0.16454895211847548,3,1.833627251120395,0.004757500292106589,0.17620637932118988,0.42435587672840525,0.39943774395040493,Cybersecurity Analyst
0.0780128605529401,0.06728474623637241,0.14966456462950292,0.2633536375467219,0.1241477383534849,0.14901444453132293,0.16852200814965473,0.6107005269746025,0.7334383523221112,0.20818973134483515,0.5753995663456273,0.2948316696913063,3,1.8590125506332913,0.0036469076847839813,0.16852200814965473,0.4123680820780449,0.41910990977230034,Software Developer
0.10790193359998257,0.054580384784363264,0.11864918807986441,0.2857079681163312,0.10410412598613394,0.15614441563000886,0.17291198380331574,0.7459035296058139,0.7848228184145019,0.3605508733601309,0.5451643444064804,0.2227540456595525,3,1.8387460274705048,0.004655525345775262,0.17291198380331574,0.44185238374634006,0.3852356324503442,Data Scientist
0.09455958388813823,0.04058942477021461,0.12641754799254443,0.30546943400484206,0.11191015725510707,0.16471677594983303,0.15633707613932057,0.7092485287536577,0.7726378176038348,0.48536649047796115,0.5614590598635655,0.3360823685598838,3,1.8090721886271073,0.005874517993539962,0.15633707613932057,0.4701862099546751,0.3734767139060043,Full Stack Developer
0.11019375169969566,0.051283487714673844,0.11940854417530208,0.27970044632746055,0.12121429626795252,0.1584770950030339,0.1597223788118813,0.7401539096001555,0.7767709460942192,0.5022179398757803,0.46271462835701743,0.27473528268875164,3,1.846187102041832,0.004246484260028554,0.1597223788118813,0.43817754133049447,0.4021000798576241,Cloud Architect
0.13946772231617913,0.05772516432264337,0.07804597729204404,0.2400734005554527,0.11346669927849617,0.1896572917752326,0.18156374445995196,0.8473082252317827,0.7713907197576452,0.2149048884990832,0.4719331001778897,0.2835255349891007,3,1.8529868106230065,0.003637526143388058,0.18156374445995196,0.4297306923306853,0.3887055632093627,Machine Learning Engineer
0.12347549963795029,0.06914709529775286,0.1531047872324245,0.2536102878704572,0.10802650507123805,0.13937721750017873,0.15325860738999836,0.6475268145173784,0.8337409746083302,0.24386389892188506,0.5691204873092026,0.3583226104106528,3,1.880775607106671,0.002787652317736754,0.15325860738999836,0.3929875053706359,0.4537538872393657,Software Developer
0.14748409818576982,0.07757562868247862,0.10796949851126116,0.2502424143446781,0.1480744830318127,0.12642466963725238,0.1422292076067473,0.618051912615525,0.7338455103296251,0.3821007580068184,0.6004908544671318,0.3155924827411138,3,1.889289016217412,0.0024756385980436724,0.1422292076067473,0.3766670839819305,0.4811037084113223,Software Developer
0.10272012758611286,0.04531993870431541,0.09157062058412646,0.3057595267387847,0.11275756731859111,0.14830268164142923,0.19356953742664013,0.4560739289664529,0.9357011301243058,0.34531954883168164,0.6004613496497734,0.22066527056190635,3,1.8022046974062145,0.006257052219032025,0.19356953742664013,0.45406220838021394,0.3523682541931458,Quality Assurance Engineer
0.07785179879662175,0.0570570129654699,0.10556851172139187,0.30348848667250383,0.12708878802059564,0.1575748180235755,0.17137058379984155,0.8762258590557952,0.7277526804552373,0.48005371530821966,0.8945920289797407,0.29226751467195833,3,1.817017094174762,0.005722642137815734,0.17137058379984155,0.46106330469607937,0.36756611150407914,Technical Writer
0.09949726873113597,0.06480027392915977,0.09172682458723393,0.31699794153957817,0.12040235759308984,0.13168872734699855,0.1748866062728039,0.6249910817986905,0.6504429925522667,0.6819384903542813,0.7061245462687227,0.3043678712630132,3,1.8170324569172793,0.006081016870879896,0.1748866062728039,0.4486866688865767,0.37642672484061945,Systems Analyst
0.08569508795595765,0.059436868317899225,0.1069392497624512,0.3484780415813874,0.10200442460161824,0.12639905892949818,0.17104726885118815,0.5266886304141445,0.7479273524112591,0.9001682946364573,0.7774231636770286,0.34127072989115426,3,1.78107085091177,0.008075855440035919,0.17104726885118815,0.4748771005108856,0.3540756306379263,IT Project Manager
0.12200764991405347,0.06002885518119449,0.1221211787844839,0.2887362759948252,0.10359740483074023,0.1532990982245359,0.1502095370701667,0.6624691841855378,0.8788726639881738,0.2952352233806524,0.563951076288517,0.3803948254858269,3,1.848118435126148,0.004387192492685421,0.1502095370701667,0.4420353742193611,0.40775508871047206,Software Developer
0.12106151635351414,0.038404473268978515,0.09442209081222246,0.3050985735556946,0.11585840729870352,0.1465567736015468,0.1785981651093399,0.7439551513115921,0.6647612127885978,0.45262736553673744,0.7578531546876162,0.3123635726054378,3,1.8046366629834785,0.006010526468788363,0.1785981651093399,0.4516553471572414,0.3697464877334186,Technical Writer
0.10112152068892725,0.06954320028539396,0.11414065823361032,0.30561079247904516,0.1039683323702938,0.16852087198020305,0.1370946239625265,0.9320115677105457,0.48369761569589814,0.6293267419438362,0.8130140253291444,0.4018120536894695,3,1.834960995993562,0.0052334794978798485,0.1370946239625265,0.4741316644592482,0.3887737115782253,UI/UX Designer
0.11916536540633953,0.07482488723739815,0.11408349155017976,0.29879806826727195,0.09376216606742119,0.15920635526274274,0.14015966620864678,0.7217470519183948,0.7303006659378439,0.4268884095184242,0.6153194741036707,0.3500846612354473,3,1.845979316243325,0.004717153317618106,0.14015966620864678,0.4580044235300147,0.4018359102613386,Full Stack Developer
0.08842184534736677,0.05216620621797856,0.10736369775955862,0.37014986240765246,0.0975335025715888,0.13872174708446167,0.14564313861139302,0.6883196519508566,0.710099950537866,0.875251772455465,0.7492002284415986,0.2627619806197349,3,1.7576263515717,0.009455558321186042,0.14564313861139302,0.5088716094921142,0.3454852518964927,Product Manager
0.13120557376306066,0.06181023011799737,0.09490458270004339,0.2947050523959964,0.10612003808011032,0.14643825435378172,0.16481626858901008,0.6442959320883456,0.7184534583131105,0.3528969908212878,0.5726002090629431,0.3892924844644406,3,1.8386195900902584,0.004843748459099845,0.16481626858901008,0.44114330674977814,0.39404042466121175,Full Stack Developer
0.10160449754122208,0.06523720162442716,0.11598909015572018,0.27858562618492577,0.10432316635687407,0.1077695993358292,0.22649081880100164,0.3259209614224316,0.8830265112521122,0.2567595170493693,0.483688314777932,0.13273322562923795,3,1.828559464165595,0.005225906324589114,0.22649081880100164,0.38635522552075496,0.38715395567824346,Database Administrator
0.09295963370859017,0.021659665246583405,0.10125259053090782,0.2995072171854312,0.12522769656526703,0.16705096427326113,0.1923422324899591,0.7657593945130552,0.745286546461755,0.4206177984542974,0.928808626387069,0.2070854255887446,3,1.7729919189176162,0.006684812432422525,0.1923422324899591,0.4665581814586923,0.3410995860513484,Technical Writer
0.10529211573535838,0.04170968752765868,0.11746920753845023,0.3337923571654283,0.10979834213947737,0.1260953148965959,0.16584297499703113,0.5503039535412303,0.8076456628102405,0.7950324520861043,0.719664756908324,0.3553228576147322,3,1.7889822510158047,0.007234990566517119,0.16584297499703113,0.4598876720620242,0.37426935294094466,Systems Analyst
0.11957922195456362,0.06694962288053509,0.14674342229143475,0.27542737908265075,0.11538090159801405,0.1254194214281332,0.15050003076466836,0.7006111774207584,0.6901667203857802,0.38672197437407296,0.6685050926805185,0.4599649786460793,3,1.8662993492202258,0.0035730307984581143,0.15050003076466836,0.4008468005107839,0.4486531687245475,Full Stack Developer
0.10004495810633754,0.05171654897350114,0.1213628307160651,0.26817639183957076,0.1374494410152595,0.17112075139071317,0.1501290779585528,0.7807846605607127,0.7872575432142409,0.30670832079979216,0.5214171025330363,0.26442689029581473,3,1.8519468632495226,0.003883909497600939,0.1501290779585528,0.4392971432302839,0.4105737788111633,Machine Learning Engineer
